in:HVAC System Type,in:Plant Performance,in:Outdoor Air Quantity,in:Percent Glazing [%],in:Glazing Performance,in:Lighting Power,in:Avg. Workstation Power [W],in:Roof PV Coverage [%],out:AHU Sizing [CFM/SF],out:Cooling [EUI],out:Heating [EUI],out:Lights/Plug [EUI],out:Fan/Pump [EUI],out:PV [EUI],out:Utility Cost [$/SF-yr],out:Total [EUI]
DOAS,High,30% increase,0.5,Low,WSEC Baseline,Med [300W],50,0.3,5.3,6.6,27.5,9.7,-5.3,0.461,43.7
DOAS,High,30% increase,0.6,High,WSEC Baseline,Med [300W],50,0.3,4.8,6.8,27.5,9.5,-5.3,0.457,43.4
DOAS,High,30% increase,0.6,Medium,WSEC Baseline,Med [300W],50,0.3,5.1,6.9,27.5,9.6,-5.3,0.461,43.7
DOAS,High,30% increase,0.6,Low,WSEC Baseline,Med [300W],50,0.3,5.5,6.9,27.5,9.7,-5.3,0.467,44.2
DOAS,High,30% increase,0.3,High,WSEC Baseline,High [400W],50,0.3,5.4,5.7,32,9.5,-5.3,0.5,47.3
DOAS,High,30% increase,0.3,Medium,WSEC Baseline,High [400W],50,0.3,5.5,5.7,32,9.6,-5.3,0.502,47.6
DOAS,High,30% increase,0.3,Low,WSEC Baseline,High [400W],50,0.3,5.7,5.7,32,9.7,-5.3,0.505,47.9
DOAS,High,30% increase,0.4,High,WSEC Baseline,High [400W],50,0.3,5.4,6,32,9.6,-5.3,0.504,47.7
DOAS,High,30% increase,0.4,Medium,WSEC Baseline,High [400W],50,0.3,5.6,6,32,9.6,-5.3,0.507,48
DOAS,High,30% increase,0.4,Low,WSEC Baseline,High [400W],50,0.3,5.9,6,32,9.8,-5.3,0.511,48.5
DOAS,High,30% increase,0.5,High,WSEC Baseline,High [400W],50,0.3,5.5,6.3,32,9.6,-5.3,0.508,48.1
DOAS,High,30% increase,0.5,Medium,WSEC Baseline,High [400W],50,0.3,5.7,6.3,32,9.7,-5.3,0.511,48.4
DOAS,High,30% increase,0.5,Low,WSEC Baseline,High [400W],50,0.3,6.1,6.3,32,9.8,-5.3,0.517,48.9
DOAS,High,30% increase,0.6,High,WSEC Baseline,High [400W],50,0.3,5.6,6.6,32,9.7,-5.3,0.512,48.5
DOAS,High,30% increase,0.6,Medium,WSEC Baseline,High [400W],50,0.3,5.8,6.6,32,9.8,-5.3,0.516,48.9
DOAS,High,30% increase,0.6,Low,WSEC Baseline,High [400W],50,0.3,6.3,6.6,32,9.9,-5.3,0.523,49.5
VAV,High,Minimum,0.3,High,WSEC Baseline,Low [200W],50,1,2.4,7.6,22.9,10.1,-5.3,0.397,37.6
VAV,High,Minimum,0.3,Medium,WSEC Baseline,Low [200W],50,1.03,2.5,7.6,22.9,10.5,-5.3,0.403,38.2
VAV,High,Minimum,0.3,Low,WSEC Baseline,Low [200W],50,1.06,2.7,7.6,22.9,11.1,-5.3,0.412,39.1
VAV,High,Minimum,0.4,High,WSEC Baseline,Low [200W],50,1.18,2.5,7.9,22.9,10.4,-5.3,0.405,38.4
VAV,High,Minimum,0.4,Medium,WSEC Baseline,Low [200W],50,1.21,2.7,7.9,22.9,10.8,-5.3,0.412,39.1
VAV,High,Minimum,0.4,Low,WSEC Baseline,Low [200W],50,1.24,3,8,22.9,11.6,-5.3,0.423,40.1
VAV,High,Minimum,0.5,High,WSEC Baseline,Low [200W],50,1.36,2.6,8.2,22.9,10.7,-5.3,0.413,39.2
VAV,High,Minimum,0.5,Medium,WSEC Baseline,Low [200W],50,1.39,2.8,8.3,22.9,11.1,-5.3,0.421,39.9
VAV,High,Minimum,0.5,Low,WSEC Baseline,Low [200W],50,1.42,3.1,8.3,22.9,12.1,-5.3,0.434,41.1
VAV,High,Minimum,0.6,High,WSEC Baseline,Low [200W],50,1.54,2.8,8.6,22.9,10.9,-5.3,0.42,39.9
VAV,High,Minimum,0.6,Medium,WSEC Baseline,Low [200W],50,1.57,3,8.6,22.9,11.5,-5.3,0.43,40.7
VAV,High,Minimum,0.6,Low,WSEC Baseline,Low [200W],50,1.6,3.3,8.7,22.9,12.7,-5.3,0.446,42.3
VAV,High,Minimum,0.3,High,WSEC Baseline,Med [300W],50,1.3,2.7,7.2,27.5,11.7,-5.3,0.461,43.8
VAV,High,Minimum,0.3,Medium,WSEC Baseline,Med [300W],50,1.33,2.8,7.2,27.5,12.1,-5.3,0.468,44.3
VAV,High,Minimum,0.3,Low,WSEC Baseline,Med [300W],50,1.36,3.1,7.2,27.5,12.7,-5.3,0.477,45.2
VAV,High,Minimum,0.4,High,WSEC Baseline,Med [300W],50,1.48,2.8,7.5,27.5,12,-5.3,0.47,44.5
VAV,High,Minimum,0.4,Medium,WSEC Baseline,Med [300W],50,1.51,3,7.6,27.5,12.5,-5.3,0.477,45.3
VAV,High,Minimum,0.4,Low,WSEC Baseline,Med [300W],50,1.54,3.3,7.6,27.5,13.3,-5.3,0.49,46.5
VAV,High,Minimum,0.5,High,WSEC Baseline,Med [300W],50,1.66,2.9,7.9,27.5,12.3,-5.3,0.477,45.3
VAV,High,Minimum,0.5,Medium,WSEC Baseline,Med [300W],50,1.69,3.1,8,27.5,12.9,-5.3,0.487,46.2
VAV,High,Minimum,0.5,Low,WSEC Baseline,Med [300W],50,1.72,3.5,8,27.5,13.9,-5.3,0.502,47.5
VAV,High,Minimum,0.6,High,WSEC Baseline,Med [300W],50,1.84,3.1,8.2,27.5,12.5,-5.3,0.485,46
VAV,High,Minimum,0.6,Medium,WSEC Baseline,Med [300W],50,1.87,3.3,8.3,27.5,13.2,-5.3,0.496,47
VAV,High,Minimum,0.6,Low,WSEC Baseline,Med [300W],50,1.9,3.7,8.4,27.5,14.5,-5.3,0.514,48.7
VAV,High,Minimum,0.3,High,WSEC Baseline,High [400W],50,1.6,3,6.9,32,13.5,-5.3,0.528,50
VAV,High,Minimum,0.3,Medium,WSEC Baseline,High [400W],50,1.63,3.1,6.9,32,13.9,-5.3,0.535,50.7
VAV,High,Minimum,0.3,Low,WSEC Baseline,High [400W],50,1.66,3.4,6.9,32,14.6,-5.3,0.545,51.7
VAV,High,Minimum,0.4,High,WSEC Baseline,High [400W],50,1.78,3.1,7.2,32,13.8,-5.3,0.537,50.9
VAV,High,Minimum,0.4,Medium,WSEC Baseline,High [400W],50,1.81,3.3,7.3,32,14.3,-5.3,0.545,51.6
VAV,High,Minimum,0.4,Low,WSEC Baseline,High [400W],50,1.84,3.6,7.4,32,15.3,-5.3,0.559,52.9
VAV,High,Minimum,0.5,High,WSEC Baseline,High [400W],50,1.96,3.3,7.5,32,14.1,-5.3,0.545,51.6
VAV,High,Minimum,0.5,Medium,WSEC Baseline,High [400W],50,1.99,3.5,7.7,32,14.7,-5.3,0.555,52.6
VAV,High,Minimum,0.5,Low,WSEC Baseline,High [400W],50,2.02,3.8,7.8,32,15.9,-5.3,0.571,54.1
VAV,High,Minimum,0.6,High,WSEC Baseline,High [400W],50,2.14,3.4,7.9,32,14.4,-5.3,0.553,52.4
VAV,High,Minimum,0.6,Medium,WSEC Baseline,High [400W],50,2.17,3.6,8,32,15.2,-5.3,0.565,53.6
VAV,High,Minimum,0.6,Low,WSEC Baseline,High [400W],50,2.2,4,8.2,32,16.5,-5.3,0.585,55.4
DOAS,High,Minimum,0.3,High,WSEC Baseline,Low [200W],50,0.25,4,4.8,22.9,7.2,-5.3,0.355,33.6
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,Low [200W],50,0.25,4.1,4.8,22.9,7.2,-5.3,0.357,33.8
DOAS,High,Minimum,0.3,Low,WSEC Baseline,Low [200W],50,0.25,4.3,4.8,22.9,7.3,-5.3,0.36,34.1
DOAS,High,Minimum,0.4,High,WSEC Baseline,Low [200W],50,0.25,4,5.1,22.9,7.2,-5.3,0.359,34.1
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,Low [200W],50,0.25,4.2,5.2,22.9,7.3,-5.3,0.362,34.3
DOAS,High,Minimum,0.4,Low,WSEC Baseline,Low [200W],50,0.25,4.5,5.2,22.9,7.4,-5.3,0.366,34.7
DOAS,High,Minimum,0.5,High,WSEC Baseline,Low [200W],50,0.25,4.1,5.4,22.9,7.3,-5.3,0.363,34.4
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,Low [200W],50,0.25,4.3,5.5,22.9,7.3,-5.3,0.367,34.7
DOAS,High,Minimum,0.5,Low,WSEC Baseline,Low [200W],50,0.25,4.7,5.5,22.9,7.5,-5.3,0.372,35.2
DOAS,High,Minimum,0.6,High,WSEC Baseline,Low [200W],50,0.25,4.2,5.7,22.9,7.3,-5.3,0.368,34.8
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,Low [200W],50,0.25,4.4,5.8,22.9,7.4,-5.3,0.371,35.3
DOAS,High,Minimum,0.6,Low,WSEC Baseline,Low [200W],50,0.25,4.9,5.8,22.9,7.5,-5.3,0.378,35.8
DOAS,High,Minimum,0.3,High,WSEC Baseline,Med [300W],50,0.25,4.7,4.6,27.5,7.3,-5.3,0.409,38.8
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,Med [300W],50,0.25,4.9,4.6,27.5,7.4,-5.3,0.411,39
DOAS,High,Minimum,0.3,Low,WSEC Baseline,Med [300W],50,0.25,5.1,4.6,27.5,7.5,-5.3,0.415,39.3
DOAS,High,Minimum,0.4,High,WSEC Baseline,Med [300W],50,0.25,4.8,4.9,27.5,7.4,-5.3,0.414,39.3
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,Med [300W],50,0.25,5,4.9,27.5,7.5,-5.3,0.417,39.5
DOAS,High,Minimum,0.4,Low,WSEC Baseline,Med [300W],50,0.25,5.3,4.9,27.5,7.6,-5.3,0.421,39.9
DOAS,High,Minimum,0.5,High,WSEC Baseline,Med [300W],50,0.25,4.9,5.2,27.5,7.4,-5.3,0.418,39.6
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,Med [300W],50,0.25,5.1,5.2,27.5,7.5,-5.3,0.422,40
DOAS,High,Minimum,0.5,Low,WSEC Baseline,Med [300W],50,0.25,5.5,5.2,27.5,7.7,-5.3,0.427,40.5
DOAS,High,Minimum,0.6,High,WSEC Baseline,Med [300W],50,0.25,4.9,5.4,27.5,7.5,-5.3,0.422,40
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,Med [300W],50,0.25,5.2,5.5,27.5,7.6,-5.3,0.426,40.4
DOAS,High,Minimum,0.6,Low,WSEC Baseline,Med [300W],50,0.25,5.6,5.5,27.5,7.7,-5.3,0.433,41
DOAS,High,Minimum,0.3,High,WSEC Baseline,High [400W],50,0.25,5.5,4.4,32,7.5,-5.3,0.465,44.1
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,High [400W],50,0.25,5.6,4.4,32,7.5,-5.3,0.467,44.3
DOAS,High,Minimum,0.3,Low,WSEC Baseline,High [400W],50,0.25,5.9,4.4,32,7.6,-5.3,0.471,44.6
DOAS,High,Minimum,0.4,High,WSEC Baseline,High [400W],50,0.25,5.6,4.7,32,7.5,-5.3,0.469,44.5
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,High [400W],50,0.25,5.8,4.7,32,7.6,-5.3,0.472,44.7
DOAS,High,Minimum,0.4,Low,WSEC Baseline,High [400W],50,0.25,6.1,4.7,32,7.7,-5.3,0.477,45.2
DOAS,High,Minimum,0.5,High,WSEC Baseline,High [400W],50,0.25,5.6,4.9,32,7.6,-5.3,0.473,44.9
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,High [400W],50,0.25,5.9,5,32,7.7,-5.3,0.477,45.3
DOAS,High,Minimum,0.5,Low,WSEC Baseline,High [400W],50,0.25,6.3,5,32,7.8,-5.3,0.484,45.8
DOAS,High,Minimum,0.6,High,WSEC Baseline,High [400W],50,0.25,5.7,5.2,32,7.6,-5.3,0.478,45.2
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,High [400W],50,0.25,6,5.3,32,7.8,-5.3,0.482,45.7
DOAS,High,Minimum,0.6,Low,WSEC Baseline,High [400W],50,0.25,6.4,5.3,32,7.9,-5.3,0.489,46.4
VAV,Low,30% increase,0.3,High,15% Reduced,Low [200W],50,1,2.3,24.6,21.8,10.3,-5.3,0.516,53.8
VAV,Low,30% increase,0.3,Medium,15% Reduced,Low [200W],50,1.03,2.4,24.5,21.8,10.9,-5.3,0.522,54.5
VAV,Low,30% increase,0.3,Low,15% Reduced,Low [200W],50,1.06,2.6,24.3,21.8,11.7,-5.3,0.532,55.3
VAV,Low,30% increase,0.4,High,15% Reduced,Low [200W],50,1.18,2.4,25.3,21.8,10.8,-5.3,0.528,55.2
VAV,Low,30% increase,0.4,Medium,15% Reduced,Low [200W],50,1.21,2.6,25.3,21.8,11.5,-5.3,0.537,56
VAV,Low,30% increase,0.4,Low,15% Reduced,Low [200W],50,1.24,2.9,25.2,21.8,12.4,-5.3,0.549,57.1
VAV,Low,30% increase,0.5,High,15% Reduced,Low [200W],50,1.36,2.5,26.1,21.8,11.3,-5.3,0.541,56.6
VAV,Low,30% increase,0.5,Medium,15% Reduced,Low [200W],50,1.39,2.7,26.1,21.8,12,-5.3,0.55,57.5
VAV,Low,30% increase,0.5,Low,15% Reduced,Low [200W],50,1.42,3.1,26.1,21.8,13,-5.3,0.564,58.8
VAV,Low,30% increase,0.6,High,15% Reduced,Low [200W],50,1.54,2.7,26.9,21.8,11.7,-5.3,0.552,57.8
VAV,Low,30% increase,0.6,Medium,15% Reduced,Low [200W],50,1.57,2.9,27,21.8,12.4,-5.3,0.563,58.9
VAV,Low,30% increase,0.6,Low,15% Reduced,Low [200W],50,1.6,3.2,27.1,21.8,13.5,-5.3,0.579,60.4
VAV,Low,30% increase,0.3,High,15% Reduced,Med [300W],50,1.3,2.6,23.6,26.4,11.9,-5.3,0.576,59.3
VAV,Low,30% increase,0.3,Medium,15% Reduced,Med [300W],50,1.33,2.7,23.5,26.4,12.5,-5.3,0.583,59.9
VAV,Low,30% increase,0.3,Low,15% Reduced,Med [300W],50,1.36,3,23.3,26.4,13.4,-5.3,0.593,60.9
VAV,Low,30% increase,0.4,High,15% Reduced,Med [300W],50,1.48,2.7,24.3,26.4,12.4,-5.3,0.589,60.7
VAV,Low,30% increase,0.4,Medium,15% Reduced,Med [300W],50,1.51,2.9,24.3,26.4,13.2,-5.3,0.598,61.5
VAV,Low,30% increase,0.4,Low,15% Reduced,Med [300W],50,1.54,3.2,24.2,26.4,14.2,-5.3,0.611,62.8
VAV,Low,30% increase,0.5,High,15% Reduced,Med [300W],50,1.66,2.8,25.1,26.4,12.9,-5.3,0.601,62
VAV,Low,30% increase,0.5,Medium,15% Reduced,Med [300W],50,1.69,3.1,25.2,26.4,13.7,-5.3,0.612,63.1
VAV,Low,30% increase,0.5,Low,15% Reduced,Med [300W],50,1.72,3.4,25.3,26.4,14.7,-5.3,0.627,64.6
VAV,Low,30% increase,0.6,High,15% Reduced,Med [300W],50,1.84,3,25.9,26.4,13.3,-5.3,0.613,63.3
VAV,Low,30% increase,0.6,Medium,15% Reduced,Med [300W],50,1.87,3.2,26.1,26.4,14.1,-5.3,0.625,64.6
VAV,Low,30% increase,0.6,Low,15% Reduced,Med [300W],50,1.9,3.6,26.3,26.4,15.4,-5.3,0.644,66.4
VAV,Low,30% increase,0.3,High,15% Reduced,High [400W],50,1.6,2.9,22.7,30.9,13.8,-5.3,0.64,65.2
VAV,Low,30% increase,0.3,Medium,15% Reduced,High [400W],50,1.63,3.1,22.6,30.9,14.4,-5.3,0.647,65.8
VAV,Low,30% increase,0.3,Low,15% Reduced,High [400W],50,1.66,3.3,22.5,30.9,15.3,-5.3,0.658,66.8
VAV,Low,30% increase,0.4,High,15% Reduced,High [400W],50,1.78,3,23.4,30.9,14.3,-5.3,0.652,66.5
VAV,Low,30% increase,0.4,Medium,15% Reduced,High [400W],50,1.81,3.2,23.4,30.9,15,-5.3,0.662,67.3
VAV,Low,30% increase,0.4,Low,15% Reduced,High [400W],50,1.84,3.5,23.5,30.9,16.1,-5.3,0.677,68.8
VAV,Low,30% increase,0.5,High,15% Reduced,High [400W],50,1.96,3.2,24.2,30.9,14.8,-5.3,0.664,67.9
VAV,Low,30% increase,0.5,Medium,15% Reduced,High [400W],50,1.99,3.4,24.3,30.9,15.6,-5.3,0.676,69
VAV,Low,30% increase,0.5,Low,15% Reduced,High [400W],50,2.02,3.7,24.5,30.9,16.8,-5.3,0.694,70.8
VAV,Low,30% increase,0.6,High,15% Reduced,High [400W],50,2.14,3.3,25,30.9,15.2,-5.3,0.677,69.1
VAV,Low,30% increase,0.6,Medium,15% Reduced,High [400W],50,2.17,3.5,25.3,30.9,16,-5.3,0.691,70.6
VAV,Low,30% increase,0.6,Low,15% Reduced,High [400W],50,2.2,3.9,25.6,30.9,17.5,-5.3,0.712,72.7
DOAS,Low,30% increase,0.3,High,15% Reduced,Low [200W],50,0.3,3.9,17.3,21.8,9.3,-5.3,0.463,47
DOAS,Low,30% increase,0.3,Medium,15% Reduced,Low [200W],50,0.3,4,17.3,21.8,9.3,-5.3,0.464,47.1
DOAS,Low,30% increase,0.3,Low,15% Reduced,Low [200W],50,0.3,4.2,17.2,21.8,9.4,-5.3,0.467,47.3
DOAS,Low,30% increase,0.4,High,15% Reduced,Low [200W],50,0.3,3.9,18.1,21.8,9.3,-5.3,0.47,48
DOAS,Low,30% increase,0.4,Medium,15% Reduced,Low [200W],50,0.3,4.1,18.1,21.8,9.3,-5.3,0.472,48.1
DOAS,Low,30% increase,0.4,Low,15% Reduced,Low [200W],50,0.3,4.4,18,21.8,9.4,-5.3,0.476,48.4
DOAS,Low,30% increase,0.5,High,15% Reduced,Low [200W],50,0.3,4,18.9,21.8,9.3,-5.3,0.478,48.9
DOAS,Low,30% increase,0.5,Medium,15% Reduced,Low [200W],50,0.3,4.2,19,21.8,9.4,-5.3,0.481,49.1
DOAS,Low,30% increase,0.5,Low,15% Reduced,Low [200W],50,0.3,4.6,18.9,21.8,9.5,-5.3,0.485,49.6
DOAS,Low,30% increase,0.6,High,15% Reduced,Low [200W],50,0.3,4.1,19.7,21.8,9.3,-5.3,0.485,49.7
DOAS,Low,30% increase,0.6,Medium,15% Reduced,Low [200W],50,0.3,4.3,19.8,21.8,9.4,-5.3,0.489,50.1
DOAS,Low,30% increase,0.6,Low,15% Reduced,Low [200W],50,0.3,4.7,19.7,21.8,9.5,-5.3,0.494,50.6
DOAS,Low,30% increase,0.3,High,15% Reduced,Med [300W],50,0.3,4.6,16.6,26.4,9.4,-5.3,0.515,51.8
DOAS,Low,30% increase,0.3,Medium,15% Reduced,Med [300W],50,0.3,4.7,16.6,26.4,9.4,-5.3,0.516,52
DOAS,Low,30% increase,0.3,Low,15% Reduced,Med [300W],50,0.3,5,16.5,26.4,9.5,-5.3,0.519,52.2
DOAS,Low,30% increase,0.4,High,15% Reduced,Med [300W],50,0.3,4.7,17.4,26.4,9.4,-5.3,0.522,52.7
DOAS,Low,30% increase,0.4,Medium,15% Reduced,Med [300W],50,0.3,4.8,17.5,26.4,9.5,-5.3,0.525,53
DOAS,Low,30% increase,0.4,Low,15% Reduced,Med [300W],50,0.3,5.1,17.4,26.4,9.6,-5.3,0.529,53.4
DOAS,Low,30% increase,0.5,High,15% Reduced,Med [300W],50,0.3,4.7,18.2,26.4,9.5,-5.3,0.53,53.7
DOAS,Low,30% increase,0.5,Medium,15% Reduced,Med [300W],50,0.3,4.9,18.3,26.4,9.5,-5.3,0.533,54
DOAS,Low,30% increase,0.5,Low,15% Reduced,Med [300W],50,0.3,5.3,18.3,26.4,9.7,-5.3,0.538,54.4
DOAS,Low,30% increase,0.6,High,15% Reduced,Med [300W],50,0.3,4.8,19,26.4,9.5,-5.3,0.537,54.5
DOAS,Low,30% increase,0.6,Medium,15% Reduced,Med [300W],50,0.3,5.1,19.1,26.4,9.6,-5.3,0.541,54.9
DOAS,Low,30% increase,0.6,Low,15% Reduced,Med [300W],50,0.3,5.5,19.1,26.4,9.7,-5.3,0.547,55.4
DOAS,Low,30% increase,0.3,High,15% Reduced,High [400W],50,0.3,5.4,15.9,30.9,9.5,-5.3,0.567,56.5
DOAS,Low,30% increase,0.3,Medium,15% Reduced,High [400W],50,0.3,5.5,15.9,30.9,9.6,-5.3,0.569,56.8
DOAS,Low,30% increase,0.3,Low,15% Reduced,High [400W],50,0.3,5.7,15.9,30.9,9.7,-5.3,0.572,57
DOAS,Low,30% increase,0.4,High,15% Reduced,High [400W],50,0.3,5.4,16.7,30.9,9.6,-5.3,0.574,57.4
DOAS,Low,30% increase,0.4,Medium,15% Reduced,High [400W],50,0.3,5.6,16.8,30.9,9.6,-5.3,0.577,57.7
DOAS,Low,30% increase,0.4,Low,15% Reduced,High [400W],50,0.3,5.9,16.7,30.9,9.8,-5.3,0.581,58.2
DOAS,Low,30% increase,0.5,High,15% Reduced,High [400W],50,0.3,5.5,17.5,30.9,9.6,-5.3,0.582,58.3
DOAS,Low,30% increase,0.5,Medium,15% Reduced,High [400W],50,0.3,5.7,17.6,30.9,9.7,-5.3,0.585,58.7
DOAS,Low,30% increase,0.5,Low,15% Reduced,High [400W],50,0.3,6.1,17.6,30.9,9.8,-5.3,0.591,59.2
DOAS,Low,30% increase,0.6,High,15% Reduced,High [400W],50,0.3,5.6,18.3,30.9,9.7,-5.3,0.589,59.2
DOAS,Low,30% increase,0.6,Medium,15% Reduced,High [400W],50,0.3,5.8,18.4,30.9,9.8,-5.3,0.593,59.7
DOAS,Low,30% increase,0.6,Low,15% Reduced,High [400W],50,0.3,6.3,18.4,30.9,9.9,-5.3,0.6,60.3
VAV,Low,Minimum,0.3,High,15% Reduced,Low [200W],50,1,2.4,21,21.8,10.1,-5.3,0.485,50
VAV,Low,Minimum,0.3,Medium,15% Reduced,Low [200W],50,1.03,2.5,21,21.8,10.5,-5.3,0.491,50.7
VAV,Low,Minimum,0.3,Low,15% Reduced,Low [200W],50,1.06,2.7,21.1,21.8,11.1,-5.3,0.5,51.6
VAV,Low,Minimum,0.4,High,15% Reduced,Low [200W],50,1.18,2.5,21.9,21.8,10.4,-5.3,0.497,51.4
VAV,Low,Minimum,0.4,Medium,15% Reduced,Low [200W],50,1.21,2.7,22,21.8,10.8,-5.3,0.505,52.2
VAV,Low,Minimum,0.4,Low,15% Reduced,Low [200W],50,1.24,3,22.1,21.8,11.6,-5.3,0.516,53.3
VAV,Low,Minimum,0.5,High,15% Reduced,Low [200W],50,1.36,2.6,22.8,21.8,10.7,-5.3,0.509,52.8
VAV,Low,Minimum,0.5,Medium,15% Reduced,Low [200W],50,1.39,2.8,23.1,21.8,11.1,-5.3,0.518,53.7
VAV,Low,Minimum,0.5,Low,15% Reduced,Low [200W],50,1.42,3.1,23.1,21.8,12.1,-5.3,0.531,54.9
VAV,Low,Minimum,0.6,High,15% Reduced,Low [200W],50,1.54,2.8,23.8,21.8,10.9,-5.3,0.52,54.1
VAV,Low,Minimum,0.6,Medium,15% Reduced,Low [200W],50,1.57,3,24,21.8,11.5,-5.3,0.531,55.1
VAV,Low,Minimum,0.6,Low,15% Reduced,Low [200W],50,1.6,3.3,24,21.8,12.7,-5.3,0.547,56.7
VAV,Low,Minimum,0.3,High,15% Reduced,Med [300W],50,1.3,2.7,20,26.4,11.7,-5.3,0.545,55.6
VAV,Low,Minimum,0.3,Medium,15% Reduced,Med [300W],50,1.33,2.8,20.1,26.4,12.1,-5.3,0.552,56.1
VAV,Low,Minimum,0.3,Low,15% Reduced,Med [300W],50,1.36,3.1,20.1,26.4,12.7,-5.3,0.562,57.1
VAV,Low,Minimum,0.4,High,15% Reduced,Med [300W],50,1.48,2.8,20.9,26.4,12,-5.3,0.557,56.9
VAV,Low,Minimum,0.4,Medium,15% Reduced,Med [300W],50,1.51,3,21.1,26.4,12.5,-5.3,0.566,57.7
VAV,Low,Minimum,0.4,Low,15% Reduced,Med [300W],50,1.54,3.3,21.2,26.4,13.3,-5.3,0.579,59
VAV,Low,Minimum,0.5,High,15% Reduced,Med [300W],50,1.66,2.9,21.8,26.4,12.3,-5.3,0.569,58.2
VAV,Low,Minimum,0.5,Medium,15% Reduced,Med [300W],50,1.69,3.1,22.1,26.4,12.9,-5.3,0.579,59.3
VAV,Low,Minimum,0.5,Low,15% Reduced,Med [300W],50,1.72,3.5,22.2,26.4,13.9,-5.3,0.595,60.8
VAV,Low,Minimum,0.6,High,15% Reduced,Med [300W],50,1.84,3.1,22.8,26.4,12.5,-5.3,0.581,59.5
VAV,Low,Minimum,0.6,Medium,15% Reduced,Med [300W],50,1.87,3.3,23,26.4,13.2,-5.3,0.593,60.7
VAV,Low,Minimum,0.6,Low,15% Reduced,Med [300W],50,1.9,3.7,23.3,26.4,14.5,-5.3,0.612,62.6
VAV,Low,Minimum,0.3,High,15% Reduced,High [400W],50,1.6,3,19.1,30.9,13.5,-5.3,0.609,61.3
VAV,Low,Minimum,0.3,Medium,15% Reduced,High [400W],50,1.63,3.1,19.2,30.9,13.9,-5.3,0.616,62
VAV,Low,Minimum,0.3,Low,15% Reduced,High [400W],50,1.66,3.4,19.3,30.9,14.6,-5.3,0.626,63
VAV,Low,Minimum,0.4,High,15% Reduced,High [400W],50,1.78,3.1,20,30.9,13.8,-5.3,0.621,62.7
VAV,Low,Minimum,0.4,Medium,15% Reduced,High [400W],50,1.81,3.3,20.2,30.9,14.3,-5.3,0.63,63.6
VAV,Low,Minimum,0.4,Low,15% Reduced,High [400W],50,1.84,3.6,20.4,30.9,15.3,-5.3,0.644,65
VAV,Low,Minimum,0.5,High,15% Reduced,High [400W],50,1.96,3.3,20.9,30.9,14.1,-5.3,0.633,64
VAV,Low,Minimum,0.5,Medium,15% Reduced,High [400W],50,1.99,3.5,21.3,30.9,14.7,-5.3,0.644,65.2
VAV,Low,Minimum,0.5,Low,15% Reduced,High [400W],50,2.02,3.8,21.6,30.9,15.9,-5.3,0.662,66.9
VAV,Low,Minimum,0.6,High,15% Reduced,High [400W],50,2.14,3.4,21.9,30.9,14.4,-5.3,0.644,65.4
VAV,Low,Minimum,0.6,Medium,15% Reduced,High [400W],50,2.17,3.6,22.3,30.9,15.2,-5.3,0.658,66.8
VAV,Low,Minimum,0.6,Low,15% Reduced,High [400W],50,2.2,4,22.7,30.9,16.5,-5.3,0.68,69
DOAS,Low,Minimum,0.3,High,15% Reduced,Low [200W],50,0.25,4,13.4,21.8,7.2,-5.3,0.411,41.2
DOAS,Low,Minimum,0.3,Medium,15% Reduced,Low [200W],50,0.25,4.1,13.4,21.8,7.2,-5.3,0.413,41.4
DOAS,Low,Minimum,0.3,Low,15% Reduced,Low [200W],50,0.25,4.3,13.4,21.8,7.3,-5.3,0.416,41.7
DOAS,Low,Minimum,0.4,High,15% Reduced,Low [200W],50,0.25,4,14.3,21.8,7.2,-5.3,0.419,42.2
DOAS,Low,Minimum,0.4,Medium,15% Reduced,Low [200W],50,0.25,4.2,14.3,21.8,7.3,-5.3,0.422,42.5
DOAS,Low,Minimum,0.4,Low,15% Reduced,Low [200W],50,0.25,4.5,14.3,21.8,7.4,-5.3,0.426,42.9
DOAS,Low,Minimum,0.5,High,15% Reduced,Low [200W],50,0.25,4.1,15.1,21.8,7.3,-5.3,0.427,43.1
DOAS,Low,Minimum,0.5,Medium,15% Reduced,Low [200W],50,0.25,4.3,15.2,21.8,7.3,-5.3,0.43,43.5
DOAS,Low,Minimum,0.5,Low,15% Reduced,Low [200W],50,0.25,4.7,15.2,21.8,7.5,-5.3,0.436,44
DOAS,Low,Minimum,0.6,High,15% Reduced,Low [200W],50,0.25,4.2,15.9,21.8,7.3,-5.3,0.434,44
DOAS,Low,Minimum,0.6,Medium,15% Reduced,Low [200W],50,0.25,4.4,16,21.8,7.4,-5.3,0.439,44.5
